current_action,actual_next_action,top1_hit,top3_hit,train_probability
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Envoi d'une réclamation,Exporter remboursement,0,0,0.019101123595505618
Exporter remboursement,Envoi d'une réclamation,0,0,0.004781997187060478
Envoi d'une réclamation,Exporter remboursement,0,0,0.019101123595505618
Exporter remboursement,Envoi d'une réclamation,0,0,0.004781997187060478
Envoi d'une réclamation,Exporter remboursement,0,0,0.019101123595505618
Connexion,Changer l'organisme de rattachement sécu. Social,0,0,0.010848831664282308
Connexion SSO,SSO Disconnect,0,0,0.017820773930753563
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Connexion SSO,Contactez nous : via message (Mes prises en charge/devis),0,0,0.004837067209775967
Télécharger un décompte,Ouverture d'un document contractuel,0,0,0.019016697588126158
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Connexion,Changer l'organisme de rattachement sécu. Social,0,0,0.010848831664282308
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Envoi d'un document,Envoi d'une réclamation,0,0,0.008427995602784902
Envoi d'un document,Envoi d'une réclamation,0,0,0.008427995602784902
Envoi d'un document,Envoi d'une réclamation,0,0,0.008427995602784902
Envoi d'un document,Envoi d'une réclamation,0,0,0.008427995602784902
Exporter remboursement,Envoi d'une réclamation,0,0,0.004781997187060478
Connexion en tant que,Changement de Mot de passe,0,0,0.00408905043162199
Changement de Mot de passe,Changer l'organisme de rattachement sécu. Social,0,0,0.006253908692933083
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",Exporter remboursement,0,0,0.011423550087873463
Connexion en tant que,Exporter remboursement,0,0,0.019082235347569285
Exporter remboursement,Téléchargement de la carte de tiers payant,0,0,0.016877637130801686
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.018708647045402694
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",Télécharger un décompte,0,0,0.006151142355008787
Télécharger un décompte,envoi d'une demande de résiliation,0,0,0.0013914656771799629
Exporter remboursement,Téléchargement carte TP,0,0,0.008157524613220815
Changer ses informations personnel,Téléchargement de la carte de tiers payant,0,0,0.008055555555555555
Ouverture d'un document contractuel,Changer les coordonnées bancaire,0,0,0.01772589710332901
envoi d'une demande de résiliation,demander un renvoi par mail d'échéancier,0,0,0.018361581920903956
Télécharger un décompte,Changement de Mot de passe,0,0,0.013450834879406308
Validation MFA,demander un renvoi par mail d'échéancier,0,0,0.016655258955053615
Téléchargement de la carte de tiers payant,Ouverture d'un document contractuel,0,0,0.013347570742124934
Connexion,Changer l'organisme de rattachement sécu. Social,0,0,0.010848831664282308
Ouverture d'un document contractuel,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.006917423259835711
Ouverture d'un document contractuel,envoi d'une demande de résiliation,0,0,0.0030263726761781237
envoi d'une demande de résiliation,Contactez nous : via message (Mes remboursements),0,0,0.01694915254237288
Changement de Mot de passe,Partager un justificatif du PACS,0,0,0.017510944340212633
Connexion SSO,Contactez nous : via message (Mes cotisations),0,0,0.004582484725050916
Contactez nous : via message (Mes cotisations),Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),0,0,0.0
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Validation MFA,Contactez nous : via message (Mes remboursements),0,0,0.009126169290440338
Changer l'organisme de rattachement sécu. Social,Contactez nous : via message (Mes garanties),0,0,0.0004780114722753346
Contactez nous : via message (Mes garanties),Ouverture d'un document contractuel,0,0,0.007905138339920948
Connexion en tant que,Télécharger un décompte,0,0,0.012721490231712857
Validation MFA,demander un renvoi par mail d'échéancier,0,0,0.016655258955053615
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.018708647045402694
Connexion,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.004649499284692418
Contactez nous : via message (Mes cotisations),Envoi d'un document,0,0,0.013333333333333334
Ouverture d'un document contractuel,Changer les coordonnées bancaire,0,0,0.01772589710332901
Validation MFA,Contactez nous : via message (Mes cotisations),0,0,0.005019393109742185
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.018708647045402694
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.018708647045402694
Validation MFA,Envoi d'un message,0,0,0.015058179329226557
Ouverture d'un document contractuel,Changer les coordonnées bancaire,0,0,0.01772589710332901
Validation MFA,Envoi carte TP par mail,0,0,0.019849418206707735
Ouverture d'un document contractuel,Changement de Mot de passe,0,0,0.01599654128837008
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Partager un justificatif du PACS,Téléchargement de la carte de tiers payant,0,0,0.003399048266485384
Connexion,Envoi carte TP par mail,0,0,0.010848831664282308
Validation MFA,Contactez nous : via message (Mes cotisations),0,0,0.005019393109742185
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Connexion,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.0075107296137339056
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",envoi d'une demande de résiliation,0,0,0.0026362038664323375
envoi d'une demande de résiliation,Changer l'organisme de rattachement sécu. Social,0,0,0.002824858757062147
Connexion,Télécharger le certificat d'adhésion,0,0,0.012756318550309967
Connexion,Téléchargement carte TP,0,0,0.013471626132570339
Connexion en tant que,Exporter remboursement,0,0,0.019082235347569285
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
demander un renvoi par mail d'échéancier,Envoi d'un message,0,0,0.016129032258064516
Envoi d'un message,Contactez nous : via message (Ma carte tiers-payant),0,0,0.01327433628318584
Changer ses informations personnel,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.005833333333333334
Signature électronique d'un mandat sepa,Exporter remboursement,0,0,0.0050224689399947136
Connexion SSO,Envoi d'un message,0,0,0.012983706720977596
Envoi d'un message,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),0,0,0.0022123893805309734
Ouverture d'un document contractuel,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.00864677907479464
Validation MFA,Envoi carte TP par mail,0,0,0.019849418206707735
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.018708647045402694
Changement de Mot de passe,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.012507817385866166
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Partager un justificatif du PACS,demander un renvoi par mail d'échéancier,0,0,0.0020394289598912306
Envoi d'un document,Changement de Mot de passe,0,0,0.011359472334188348
Exporter remboursement,Envoi d'un document,0,0,0.018565400843881856
Exporter remboursement,Envoi d'un document,0,0,0.018565400843881856
Connexion en tant que,SSO Disconnect,0,0,0.016810540663334848
Changement de Mot de passe,Télécharger un décompte,0,0,0.01876172607879925
Télécharger un décompte,Ouverture d'un document contractuel,0,0,0.019016697588126158
Changer l'organisme de rattachement sécu. Social,Ouverture d'un document contractuel,0,0,0.0124282982791587
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.018024184348619667
Signature électronique d'un mandat sepa,Envoi d'une réclamation,0,0,0.0002643404705260375
Connexion SSO,SSO Disconnect,0,0,0.017820773930753563
Changement de Mot de passe,Télécharger le certificat d'adhésion,0,0,0.0075046904315197
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Envoi d'une réclamation,Contactez nous : via message (Ma carte tiers-payant),0,0,0.0056179775280898875
envoi d'une demande de résiliation,Partager un justificatif du PACS,0,0,0.011299435028248588
Signature électronique d'un mandat sepa,Changer ses informations personnel,0,0,0.015331747290510176
Connexion,Contactez nous : via message (Mes cotisations),0,0,0.002384358607534573
Contactez nous : via message (Mes cotisations),Contactez nous : via message (Ma carte tiers-payant),0,0,0.013333333333333334
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
envoi d'une demande de résiliation,demander un renvoi par mail d'échéancier,0,0,0.018361581920903956
Envoi d'un document,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.007695126419934042
Connexion,Télécharger le certificat d'adhésion,0,0,0.012756318550309967
Exporter remboursement,Ouverture d'un document contractuel,0,0,0.015189873417721518
Ouverture d'un document contractuel,Changer les coordonnées bancaire,0,0,0.01772589710332901
Validation MFA,Envoi carte TP par mail,0,0,0.019849418206707735
Envoi carte TP par mail,Exporter remboursement,0,0,0.01995305164319249
Validation MFA,Contactez nous : via message (Mes remboursements),0,0,0.009126169290440338
Contactez nous : via message (Mes remboursements),Contactez nous : via message (Mes prises en charge/devis),0,0,0.01718213058419244
Connexion en tant que,Exporter remboursement,0,0,0.019082235347569285
Changer l'organisme de rattachement sécu. Social,Envoi d'un document,0,0,0.019120458891013385
Ouverture d'un document contractuel,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.006917423259835711
Connexion SSO,demander un renvoi par mail d'échéancier,0,0,0.014511201629327902
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
Connexion,demander un renvoi par mail d'échéancier,0,0,0.008583690987124463
Connexion,Télécharger le certificat d'adhésion,0,0,0.012756318550309967
Changer ses informations personnel,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.009444444444444445
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",Changement de Mot de passe,0,0,0.015817223198594025
Connexion,Télécharger le certificat d'adhésion,0,0,0.012756318550309967
Exporter remboursement,Téléchargement de la carte de tiers payant,0,0,0.016877637130801686
Connexion,Ajout de la carte tiers payant dans le wallet,0,0,0.003934191702432046
Changement de Mot de passe,Téléchargement de la carte de tiers payant,0,0,0.008130081300813009
Connexion,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.004649499284692418
Exporter remboursement,Envoi d'un document,0,0,0.018565400843881856
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
Ouverture d'un document contractuel,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.00864677907479464
Validation MFA,Envoi d'un message,0,0,0.015058179329226557
Connexion,Changer les coordonnées bancaire,0,0,0.014425369575584168
Connexion,Envoi d'un message,0,0,0.00798760133524082
Connexion,demander un renvoi par mail d'échéancier,0,0,0.008583690987124463
demander un renvoi par mail d'échéancier,Envoi d'un message,0,0,0.016129032258064516
Connexion en tant que,Contactez nous : via message (Mes garanties),0,0,0.0
Contactez nous : via message (Mes garanties),Envoi d'un document,0,0,0.011857707509881422
Envoi d'un document,Contactez nous : via message (Mes garanties),0,0,0.0010993037742762918
Contactez nous : via message (Mes garanties),Envoi d'un document,0,0,0.011857707509881422
Envoi d'un document,Contactez nous : via message (Mes garanties),0,0,0.0010993037742762918
Contactez nous : via message (Mes garanties),Envoi d'un document,0,0,0.011857707509881422
Envoi d'un document,Contactez nous : via message (Mes garanties),0,0,0.0010993037742762918
Contactez nous : via message (Mes garanties),Envoi d'un document,0,0,0.011857707509881422
Envoi d'un document,Contactez nous : via message (Mes garanties),0,0,0.0010993037742762918
Connexion,Télécharger le certificat d'adhésion,0,0,0.012756318550309967
Connexion,Contactez nous : via message (Mes cotisations),0,0,0.002384358607534573
Connexion en tant que,Téléchargement de la carte de tiers payant,0,0,0.013175829168559746
Connexion SSO,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.017566191446028515
Changer les coordonnées bancaire,"Changer les coordonnées bancaire, changement de RIB de bénéficiaire",0,0,0.0096
Ouverture d'un document contractuel,Télécharger le certificat d'adhésion,0,0,0.01297016861219196
Télécharger le certificat d'adhésion,Partager un justificatif du PACS,0,0,0.008403361344537815
Connexion SSO,Contactez nous : via message (Mes remboursements),0,0,0.009164969450101833
Signature électronique d'un mandat sepa,Renvoi carte TP papier,0,0,0.007137192704203013
Exporter remboursement,Téléchargement carte TP,0,0,0.008157524613220815
envoi d'une demande de résiliation,demander un renvoi par mail d'échéancier,0,0,0.018361581920903956
